date,suburb,tmax,tmin,daily_temp_range,night_start_time,night_min_time,night_start_temp,night_min_temp,night_hours_to_min,night_total_hours,night_cooling_rate,hot_day,cooling_failure,cooling_risk_category,dewpoint_mean,humidity_mean,wind_speed_mean,air_pressure_mean,precipitation_total,distance_to_coast_km,distance_to_water_km,is_coastal,inland_category,tree_canopy_percent,tree_canopy_area_m2,suburb_area_inside_gsr_m2,cadastred_suburb_area_m2,sa2_name,population_2020,population_density_people_per_km2,area_km2,population_density_source_note,built_up_area_m2,sa2_area_m2,built_up_area_percent,built_up_density_source_note,sa2_names_used_for_built_up,month,is_summer
2020-07-23,Bankstown,17.758667,5.41922,12.339447,2020-07-23 18:00:00,2020-07-24 05:00:00,12.642944,6.72995,11.0,11.0,0.5375449090909091,0,0,Low risk,7.6270954875,81.50138791666667,1.6934098583333332,1017.2594341666667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-24,Bankstown,17.210663,6.3588257,10.8518373,2020-07-24 18:00:00,2020-07-25 05:00:00,13.413483,7.2238464,11.0,11.0,0.5626942363636362,0,0,Low risk,8.9945055,86.78921758333333,1.7589919433333332,1018.2310454166667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-25,Bankstown,16.910858,7.2238464,9.687011600000002,2020-07-25 18:00:00,2020-07-26 03:00:00,14.908966,12.017792,9.0,11.0,0.3212415555555555,0,0,Moderate risk,10.727591187500002,91.78328375000001,1.6492267604166668,1016.75013875,1.52826309506,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-26,Bankstown,16.079315,12.017792,4.061523000000001,2020-07-26 18:00:00,2020-07-26 20:00:00,15.921173,15.477783,2.0,11.0,0.22169499999999953,0,0,Moderate risk,13.8263180625,96.23259295833333,2.934996461666666,1006.9324841666667,63.031196676,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-27,Bankstown,16.241302,13.072845,3.168457000000002,2020-07-27 18:00:00,2020-07-27 22:00:00,13.744904,13.072845,4.0,11.0,0.1680147500000002,0,1,High risk,13.198164645833332,89.24137629166667,6.051101995833334,991.6236308333333,24.884223993,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-28,Bankstown,17.454926,13.541595,3.9133310000000012,2020-07-28 18:00:00,2020-07-29 05:00:00,15.265228,10.41806,11.0,11.0,0.44065163636363636,0,0,Low risk,12.445643083333332,83.11398283333334,5.3858369999999995,1000.63142125,6.80398944356,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-29,Bankstown,17.977264,10.29007,7.687194000000002,2020-07-29 18:00:00,2020-07-30 05:00:00,13.885284,10.255066,11.0,11.0,0.3300198181818183,0,0,Moderate risk,9.745159229166667,78.67891316666667,2.509400625,1008.3021516666666,0.08821487186,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-30,Bankstown,16.846344,9.224884,7.621459999999999,2020-07-30 18:00:00,2020-07-31 05:00:00,14.151154,8.6597595,11.0,11.0,0.4992176818181818,0,0,Low risk,8.674140975,75.77159266666666,3.5331482083333334,1015.0338166666667,0.00667572006,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-07-31,Bankstown,15.808594,8.2300415,7.578552499999999,2020-07-31 18:00:00,2020-08-01 05:00:00,11.740997,6.087677,11.0,11.0,0.5139381818181818,0,0,Low risk,6.958821625,75.03730466666666,2.5213014483333334,1019.4086229166666,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,7,0
2020-08-01,Bankstown,17.620514,5.798126,11.822388,2020-08-01 18:00:00,2020-08-02 05:00:00,12.566925,5.947418,11.0,11.0,0.6017733636363636,0,0,Low risk,7.6585796083333335,81.59163145833334,1.7693908624999999,1017.2162945833334,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-02,Bankstown,17.576324,5.4518127,12.1245113,2020-08-02 18:00:00,2020-08-03 05:00:00,12.903687,5.732025,11.0,11.0,0.6519692727272727,0,0,Low risk,6.850791970833334,77.69408183333333,1.5629300300000002,1015.6864725,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-03,Bankstown,19.563568,4.6372375,14.926330499999999,2020-08-03 18:00:00,2020-08-04 05:00:00,14.687408,6.3225403,11.0,11.0,0.7604425181818182,0,0,Low risk,6.7844607083333335,74.17539116666667,1.7434991791666665,1009.7366054166667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-04,Bankstown,20.187347,5.793213,14.394134,2020-08-04 18:00:00,2020-08-05 05:00:00,15.186127,6.497467,11.0,11.0,0.7898781818181818,0,0,Low risk,4.8369369375,63.232668249999996,2.9310591958333334,1003.5351666666667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-05,Bankstown,16.158081,5.637787,10.520294,2020-08-05 18:00:00,2020-08-06 05:00:00,12.066742,6.29245,11.0,11.0,0.5249356363636364,0,0,Low risk,-0.07521693166666667,49.863759791666666,4.274282433333333,1005.2323970833332,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-06,Bankstown,15.079102,5.3475037,9.731598300000002,2020-08-06 18:00:00,2020-08-07 02:00:00,10.011658,8.187286,8.0,11.0,0.22804650000000004,0,0,Moderate risk,1.78210703375,59.245683125,3.1772149958333333,1010.5309829166667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-07,Bankstown,12.601471,8.187286,4.414185,2020-08-07 18:00:00,2020-08-08 05:00:00,12.451782,11.60202,11.0,11.0,0.07725109090909092,0,1,Extreme risk,9.534365329166667,90.84208741666667,2.1261302416666665,1011.957535,18.556117980499998,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-08,Bankstown,15.686981,11.235748,4.451233,2020-08-08 18:00:00,2020-08-09 05:00:00,13.372192,8.702362,11.0,11.0,0.4245299999999999,0,0,Low risk,11.599716208333334,90.10186045833332,2.1090040916666664,1004.8607083333333,3.1495094464599998,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-09,Bankstown,14.413818,8.350555,6.063262999999999,2020-08-09 18:00:00,2020-08-09 18:00:00,11.162628,11.162628,0.0,11.0,0.0,0,1,Extreme risk,8.478312195833334,82.194321125,4.744362325,1001.4478779166666,21.44289037196,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-10,Bankstown,15.483215,11.538239,3.9449759999999987,2020-08-10 18:00:00,2020-08-11 05:00:00,12.943634,11.420013,11.0,11.0,0.13851099999999986,0,1,High risk,9.81183875,78.80546129166667,6.931919170833333,1008.3295745833334,6.2799453533,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-11,Bankstown,16.047394,10.298737,5.7486570000000015,2020-08-11 18:00:00,2020-08-12 05:00:00,12.442383,9.377106,11.0,11.0,0.27866154545454547,0,0,Moderate risk,8.7288920375,77.53822691666666,2.39333698625,1011.9650304166667,0.05102157746,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-12,Bankstown,16.904572,9.376648,7.527924000000002,2020-08-12 18:00:00,2020-08-13 05:00:00,14.140778,8.568512,11.0,11.0,0.5065696363636363,0,0,Low risk,10.113181979166667,86.23679375,1.8473939583333332,1006.9072258333334,0.6232261733,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-13,Bankstown,20.995056,7.659027,13.336029000000002,2020-08-13 18:00:00,2020-08-14 05:00:00,15.976105,9.437286,11.0,11.0,0.5944380909090909,0,0,Low risk,10.275119820833334,81.816985375,1.4111540270833334,1005.5568045833334,0.0782012937,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-14,Bankstown,16.506744,9.437286,7.069458000000001,2020-08-14 18:00:00,2020-08-15 05:00:00,14.144836,11.960541,11.0,11.0,0.19857227272727276,0,1,High risk,11.523022979166667,90.32138795833333,1.0799934633333332,1006.2707779166667,5.3682327843,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-15,Bankstown,17.455322,11.690765,5.764556999999998,2020-08-15 18:00:00,2020-08-16 00:00:00,15.764099,12.972321,6.0,11.0,0.46529633333333315,0,0,Low risk,10.259068708333333,76.92457441666667,3.27195903125,998.9122979166667,3.6926269596,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-16,Bankstown,18.297699,12.972321,5.325378000000001,2020-08-16 18:00:00,2020-08-17 05:00:00,14.868683,12.031952,11.0,11.0,0.2578846363636364,0,0,Moderate risk,7.1357930624999995,60.309423125,4.9777219875,998.0681191666666,0.74434278716,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-17,Bankstown,18.655365,10.645172,8.010193,2020-08-17 18:00:00,2020-08-18 00:00:00,14.8029175,10.422577,6.0,11.0,0.7300567499999998,0,0,Low risk,6.2769025375,58.81009720833333,4.551400791666667,999.5353404166667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-18,Bankstown,19.35199,10.31665,9.035340000000001,2020-08-18 18:00:00,2020-08-19 05:00:00,15.706512,9.60556,11.0,11.0,0.5546319999999999,0,0,Low risk,7.496288245833333,65.8818585,2.7199991708333333,996.6421141666666,3.07083124592,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-19,Bankstown,19.286835,8.868988,10.417847,2020-08-19 18:00:00,2020-08-20 05:00:00,13.507904,11.541718,11.0,11.0,0.17874418181818186,0,1,High risk,6.226008070833333,63.429882375,4.3076136499999995,988.55558875,0.1273155213,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-20,Bankstown,16.900543,11.180023,5.720519999999999,2020-08-20 18:00:00,2020-08-21 05:00:00,13.702881,8.848297,11.0,11.0,0.4413258181818181,0,0,Low risk,4.116999316666667,53.5110115,5.1546638875,993.64496,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-21,Bankstown,17.285156,8.662048,8.623108,2020-08-21 18:00:00,2020-08-22 05:00:00,14.378632,9.095947,11.0,11.0,0.4802440909090908,0,0,Low risk,4.5067863375,58.61186741666666,3.9601521708333336,997.8727091666666,0.01192092876,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-22,Bankstown,13.80835,8.461334,5.347016,2020-08-22 18:00:00,2020-08-23 01:00:00,10.929047,9.904968,7.0,11.0,0.14629700000000007,0,1,High risk,2.6793161979166666,57.66120670833333,5.2830682375,996.5111883333334,0.54168701316,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-23,Bankstown,15.872467,9.6414795,6.2309874999999995,2020-08-23 18:00:00,2020-08-24 05:00:00,12.34259,8.789001,11.0,11.0,0.32305354545454534,0,0,Moderate risk,2.5148938458333334,52.40820675,6.5001520416666665,999.5206995833333,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-24,Bankstown,16.991364,8.180878,8.810486000000001,2020-08-24 18:00:00,2020-08-25 05:00:00,12.567596,5.452484,11.0,11.0,0.6468283636363636,0,0,Low risk,2.3405787166666667,53.424596,3.753815470833333,1010.5302116666667,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-25,Bankstown,14.801056,5.2063293,9.5947267,2020-08-25 18:00:00,2020-08-26 05:00:00,11.193329,4.742523,11.0,11.0,0.5864369090909091,0,0,Low risk,4.096056620833333,69.484438125,2.40587255,1018.2854758333333,0.0562667849,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-26,Bankstown,16.985626,4.321747,12.663879,2020-08-26 18:00:00,2020-08-27 05:00:00,12.930878,4.883026,11.0,11.0,0.731622909090909,0,0,Low risk,4.902912133333333,71.48859758333333,1.8568322124999999,1020.2086783333334,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-27,Bankstown,20.33731,4.521393,15.815916999999999,2020-08-27 18:00:00,2020-08-28 05:00:00,15.7977295,10.746765,11.0,11.0,0.459178590909091,0,0,Low risk,3.499207783916667,61.68817016666667,2.3762022333333332,1015.6833775,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-28,Bankstown,17.187653,8.089874,9.097779000000001,2020-08-28 18:00:00,2020-08-29 05:00:00,12.568817,5.7804565,11.0,11.0,0.6171236818181818,0,0,Low risk,3.1654892112499997,53.866357083333334,2.7971545979166668,1016.0187299999999,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-29,Bankstown,19.82315,5.4999695,14.3231805,2020-08-29 18:00:00,2020-08-30 05:00:00,14.951141,6.24881,11.0,11.0,0.7911210000000001,0,0,Low risk,5.71579105,68.48416266666668,2.2958531333333334,1020.5164220833334,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
2020-08-30,Bankstown,24.05362,5.6007385,18.452881499999997,2020-08-30 18:00:00,2020-08-31 05:00:00,19.882202,12.725494,11.0,11.0,0.6506098181818182,0,0,Low risk,7.087121341666666,64.68208129166666,2.4360678916666667,1014.2011783333334,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,8,0
